obs_date,sat_date,NDVI,TCB,TCG,TCW,status
04-09-15,05-09-15,1825,3862,192,-2008,0
04-09-15,05-09-15,1843,4425,286,-2145,0
08-08-07,06-08-07,1407,5312,132,-2581,0
08-08-07,06-08-07,2185,3935,327,-2146,0
04-05-14,28-04-14,1900,3734,64,-2540,0
08-08-07,06-08-07,1658,4708,138,-2429,0
04-09-15,05-09-15,2016,4315,304,-2362,0
08-08-07,06-08-07,1610,5542,165,-2936,0
27-08-04,22-08-04,1762,3739,271,-2057,0
27-08-04,22-08-04,2139,3313,200,-2025,0
27-08-04,22-08-04,2081,3121,54,-2385,0
27-08-04,22-08-04,3515,3138,434,-2149,0
27-08-04,15-08-04,2517,3915,430,-1310,0
27-08-04,22-08-04,2725,3060,279,-1965,0
01-09-13,01-09-13,3722,3202,514,-2097,0
12-06-06,19-06-06,1491,3580,-51,-2336,0
27-08-04,22-08-04,2471,3782,394,-2011,0
01-09-13,01-09-13,3939,2627,515,-1559,0
12-06-06,19-06-06,3934,4000,875,-2067,0
02-09-15,08-09-15,1478,3958,76,-2108,0
12-06-06,19-06-06,4489,3720,989,-1682,0
12-06-06,11-06-06,1917,5015,252,-2269,0
12-06-06,19-06-06,1861,4641,63,-3215,0
12-06-06,19-06-06,4035,3943,880,-1810,0
12-06-06,11-06-06,3025,3858,443,-2268,0
12-06-06,11-06-06,4191,3705,821,-1860,0
12-06-06,11-06-06,4147,4185,964,-1978,0
09-09-13,09-09-13,1818,3460,63,-2424,0
12-06-06,11-06-06,2371,4486,359,-2735,0
12-06-06,11-06-06,2646,4001,358,-2346,0
02-05-15,02-05-15,3352,3633,493,-2198,0
12-06-06,19-06-06,2614,3550,255,-2242,0
12-06-06,11-06-06,1772,4252,223,-1977,0
12-06-06,19-06-06,2096,3576,107,-2351,0
12-06-06,11-06-06,2083,4227,189,-2547,0
12-06-06,11-06-06,2676,4111,408,-2372,0
12-06-06,19-06-06,4339,2235,600,-637,0
07-09-13,09-09-13,2263,3186,132,-2349,0
12-06-06,11-06-06,2377,5465,389,-3114,0
02-09-15,16-09-15,2659,4142,473,-2299,0
12-06-06,19-06-06,2079,4233,197,-2452,0
12-06-06,19-06-06,2494,4300,346,-2484,0
12-06-06,19-06-06,2108,4047,259,-2170,0
12-06-06,11-06-06,3274,3267,441,-1909,0
12-06-06,11-06-06,1575,1048,23,-120,0
12-06-06,19-06-06,2886,3504,351,-2124,0
01-03-15,06-03-15,1648,3931,192,-1842,0
01-03-15,26-02-15,1487,3360,62,-1821,0
01-03-15,25-02-15,1939,3803,346,-1263,0
01-03-15,26-02-15,1363,4335,73,-2314,0
01-03-15,25-02-15,1307,3201,52,-1569,0
01-03-15,26-02-15,1853,4298,370,-1575,0
01-03-15,26-02-15,1370,3689,112,-1761,0
01-03-15,26-02-15,1449,4275,130,-2052,0
01-03-15,06-03-15,1318,3764,87,-1616,0
01-03-15,26-02-15,1399,3449,49,-1752,0
04-03-15,10-03-15,3326,3650,728,-1218,0
04-03-15,19-03-15,7727,2743,1976,-326,0
09-03-15,11-03-15,712,6225,-172,-3144,0
09-03-15,04-03-15,737,6333,-181,-3069,0
09-03-15,11-03-15,2851,4588,593,-2027,0
09-03-15,12-03-15,896,7497,-174,-3353,0
09-03-15,11-03-15,602,6329,-252,-3103,0
09-03-15,12-03-15,911,7817,-121,-3355,0
09-03-15,12-03-15,748,6377,-211,-3001,0
09-03-15,04-03-15,771,5441,-177,-2655,0
09-03-15,04-03-15,2757,4783,666,-1752,0
09-03-15,11-03-15,657,6354,-234,-3197,0
09-03-15,04-03-15,714,5758,-185,-2791,0
09-03-15,04-03-15,536,6392,-258,-3225,0
09-03-15,11-03-15,714,6781,-260,-3327,0
09-03-15,04-03-15,574,5232,-254,-2693,0
09-03-15,04-03-15,687,5964,-170,-2910,0
09-03-15,04-03-15,487,6418,-341,-3127,0
09-03-15,04-03-15,499,5889,-294,-2974,0
09-03-15,04-03-15,670,4228,-172,-2097,0
09-03-15,12-03-15,3581,3395,631,-1425,0
25-03-15,27-03-15,3376,3234,629,-1074,0
09-03-15,04-03-15,678,5099,-242,-2728,0
09-03-15,11-03-15,522,6634,-339,-3255,0
09-03-15,04-03-15,480,6067,-303,-3061,0
09-03-15,19-03-15,909,5976,-117,-2977,0
25-03-15,27-03-15,574,6101,-301,-2894,0
09-03-15,12-03-15,812,5957,-154,-2921,0
09-03-15,11-03-15,446,5911,-305,-2982,0
09-03-15,11-03-15,616,6364,-212,-3132,0
30-03-15,27-03-15,2200,4000,347,-1542,0
09-03-15,04-03-15,459,6275,-259,-3027,0
30-03-15,27-03-15,3908,3971,1029,-1166,0
09-03-15,11-03-15,518,6034,-298,-3002,0
30-03-15,04-04-15,3515,3136,685,-1020,0
09-03-15,12-03-15,858,6092,-171,-3015,0
09-03-15,04-03-15,595,5488,-223,-2619,0
09-03-15,12-03-15,797,7024,-181,-3241,0
09-03-15,12-03-15,3231,5634,1066,-1915,0
09-03-15,04-03-15,661,6307,-208,-3087,0
09-03-15,12-03-15,820,6134,-186,-3127,0
09-03-15,12-03-15,3568,3732,843,-1157,0
09-03-15,11-03-15,477,5901,-226,-2868,0
25-03-15,27-03-15,683,5733,-223,-2951,0
09-03-15,19-03-15,7501,2835,1939,-410,0
09-03-15,11-03-15,6723,3209,1858,-635,0
09-03-15,12-03-15,809,6567,-208,-3122,0
09-03-15,12-03-15,839,6216,-180,-3058,0
25-03-15,27-03-15,5182,2996,1117,-584,0
25-03-15,27-03-15,2499,4284,384,-1863,0
09-03-15,11-03-15,6575,3449,1914,-724,0
09-03-15,04-03-15,585,6213,-215,-3080,0
02-03-14,04-03-14,1494,6671,221,-2309,0
16-10-14,22-10-14,934,6211,64,-2226,0
02-03-14,05-03-14,1199,6730,123,-2661,0
02-03-14,05-03-14,1472,6602,281,-2483,0
02-03-14,05-03-14,640,7788,-196,-3043,0
02-03-14,05-03-14,973,7762,10,-3003,0
02-03-14,05-03-14,770,8291,-133,-3165,0
16-10-14,15-10-14,797,7949,271,-1116,0
02-03-14,05-03-14,812,8513,-105,-3321,0
16-10-14,15-10-14,736,7855,-81,-3064,0
16-10-14,15-10-14,859,6975,5,-2821,0
16-10-14,22-10-14,1295,4757,250,-1683,0
16-10-14,22-10-14,1146,4283,85,-1838,0
16-10-14,22-10-14,820,6173,-51,-2802,0
24-02-98,19-02-98,1441,5408,193,-1804,0
16-10-14,22-10-14,811,6197,-30,-2622,0
16-10-14,22-10-14,839,7418,-9,-2741,0
16-10-14,15-10-14,790,7544,-77,-3172,0
16-10-14,22-10-14,907,5809,-4,-2500,0
16-10-14,15-10-14,783,7163,-58,-3006,0
12-10-14,06-10-14,875,6476,16,-2704,0
02-03-14,05-03-14,1871,6335,484,-2328,0
16-10-14,22-10-14,1330,4658,191,-1827,0
16-10-14,22-10-14,923,6069,62,-2335,0
12-10-14,06-10-14,704,6372,-156,-2997,0
16-10-14,22-10-14,1148,5105,84,-2201,0
16-10-14,15-10-14,746,8610,-100,-3275,0
16-10-14,15-10-14,703,8330,-161,-3322,0
21-02-04,28-02-04,2333,4179,448,-1463,0
21-02-04,07-03-04,4147,2986,756,-1230,0
16-10-14,13-10-14,910,5917,17,-2830,0
21-02-04,12-02-04,2171,3450,420,-927,0
12-10-14,06-10-14,959,6651,36,-3074,0
14-03-14,21-03-14,1885,4734,400,-1789,0
16-10-14,15-10-14,837,7687,-33,-3151,0
02-03-14,05-03-14,1217,6848,176,-2704,0
14-03-14,21-03-14,4875,3683,1376,-926,0
12-10-14,06-10-14,920,6625,25,-2851,0
16-10-14,15-10-14,814,7516,-64,-2950,0
12-10-14,06-10-14,814,8018,-40,-3316,0
16-10-14,22-10-14,841,7871,0,-3073,0
12-10-14,15-10-14,1301,6731,251,-2854,0
09-03-14,05-03-14,1769,5913,424,-2217,0
12-10-14,15-10-14,1182,6064,85,-2485,0
12-10-14,15-10-14,877,7703,24,-2925,0
06-04-06,12-04-06,867,7451,-260,-3274,0
23-09-15,26-09-15,1940,5302,525,-2053,0
19-09-15,19-09-15,6278,3479,1647,-1296,0
23-09-15,19-09-15,2513,4299,451,-2215,0
02-10-15,12-10-15,4403,2821,732,-1292,0
02-10-15,27-09-15,2945,5041,761,-2071,0
06-04-06,12-04-06,-378,1212,-246,-40,0
06-04-06,12-04-06,-2359,876,-354,177,0
19-09-15,18-09-15,4669,4159,1320,-1569,0
02-10-15,27-09-15,1379,5579,16,-2696,0
06-04-06,12-04-06,4227,3953,892,-1922,0
02-10-15,27-09-15,2373,3291,300,-1583,0
06-04-06,12-04-06,2664,4841,451,-2480,0
31-03-14,28-03-14,840,5938,-183,-2786,0
31-03-14,27-03-14,732,4788,-169,-2174,0
31-03-14,27-03-14,1007,6530,-102,-2990,0
31-03-14,27-03-14,1236,5644,-53,-2758,0
21-09-13,25-09-13,1533,5164,56,-2852,0
31-03-14,27-03-14,1586,5367,81,-2949,0
31-03-14,27-03-14,1109,6149,-56,-2838,0
21-09-13,25-09-13,1333,5586,68,-2785,0
21-09-13,16-09-13,1454,6458,42,-3381,0
21-09-11,11-09-11,939,6926,-163,-2997,0
12-04-10,23-04-10,2173,3879,147,-2447,0
02-04-14,10-04-14,1947,1454,82,-573,0
12-04-10,23-04-10,1668,5029,202,-2287,0
12-04-10,07-04-10,1430,3199,-30,-1665,0
02-04-14,10-04-14,1823,4175,54,-2660,0
23-06-14,21-06-14,1936,4732,326,-2116,0
12-04-10,07-04-10,1372,3455,65,-1384,0
02-04-14,10-04-14,3542,2921,386,-1740,0
08-08-07,05-08-07,1761,4492,136,-2568,0
03-04-14,16-04-14,2208,4733,306,-2406,0
03-09-15,03-09-15,1786,5262,140,-3129,0
03-09-15,03-09-15,1725,7010,212,-3820,0
03-09-15,10-09-15,1623,4942,96,-2809,0
03-09-15,03-09-15,311,4753,-350,-1490,0
03-09-15,10-09-15,1556,5646,103,-3185,0
03-09-15,10-09-15,1951,4523,131,-2881,0
03-09-15,26-08-15,1675,4238,96,-2619,0
03-04-14,18-04-14,2316,4701,260,-2754,0
03-09-15,10-09-15,557,6028,-213,-1187,0
08-08-07,06-08-07,1536,3920,30,-2377,0
12-04-10,07-04-10,752,5878,-349,-2550,0
08-08-07,05-08-07,1910,4915,284,-2473,0
08-08-07,06-08-07,2106,4020,218,-2360,0
12-04-10,07-04-10,1621,3088,18,-1708,0
08-08-07,06-08-07,2402,3725,323,-1837,0
08-08-07,06-08-07,2093,5155,341,-2871,0
12-04-10,07-04-10,749,6147,-321,-2680,0
12-04-10,07-04-10,898,6087,-213,-2213,0
08-08-07,06-08-07,1668,5020,183,-2703,0
08-08-07,06-08-07,1586,4776,136,-2503,0
08-08-07,05-08-07,1595,4360,72,-2314,0
04-09-15,04-09-15,2517,4185,563,-1865,0
12-04-10,23-04-10,2303,4249,223,-2428,0
08-08-07,05-08-07,2237,4414,329,-2058,0
08-08-07,05-08-07,1229,5781,26,-2675,0
08-08-07,06-08-07,1807,5582,271,-2783,0
08-08-07,05-08-07,1652,5168,135,-2851,0
08-08-07,06-08-07,826,5943,90,-2435,0
08-08-07,05-08-07,1797,5219,195,-2620,0
08-08-07,05-08-07,1871,3953,138,-2321,0
03-05-10,02-05-10,2309,4120,166,-2559,0
08-08-07,06-08-07,2041,3790,176,-2283,0
08-08-07,05-08-07,1509,5164,84,-2633,0
08-08-07,06-08-07,1597,5067,153,-2686,0
12-04-10,07-04-10,1616,3578,47,-1894,0
08-08-07,05-08-07,1826,4687,153,-2415,0
12-04-10,07-04-10,1538,2853,-6,-1529,0
08-08-07,05-08-07,1712,3760,94,-2014,0
08-08-07,06-08-07,2116,4706,364,-2175,0
24-04-14,18-04-14,1699,3118,43,-1947,0
01-05-15,29-04-15,1810,3033,130,-1644,0
24-04-14,04-05-14,1933,3956,160,-2492,0
24-04-14,03-05-14,942,5220,-185,-2629,0
24-04-14,04-05-14,2738,4363,568,-2305,0
01-05-15,30-04-15,3052,3849,457,-2671,0
01-05-15,29-04-15,1384,4003,27,-2506,0
13-06-11,05-06-11,5201,2986,804,-1768,0
01-05-15,29-04-15,2960,3471,360,-2213,0
01-05-15,30-04-15,2157,3580,163,-2457,0
24-04-14,03-05-14,1273,3697,-87,-2490,0
24-04-14,18-04-14,2475,4175,394,-2196,0
02-05-14,04-05-14,2888,3437,413,-2037,0
24-04-14,03-05-14,1290,2355,-36,-1530,0
24-04-14,03-05-14,1986,3897,252,-2171,0
18-05-01,24-05-01,1165,3936,-62,-2432,0
18-05-01,24-05-01,3305,3361,402,-2193,0
18-05-01,24-05-01,1344,3262,-96,-2442,0
18-05-01,24-05-01,2104,4199,215,-2638,0
18-05-01,24-05-01,3722,3421,558,-2098,0
18-05-01,24-05-01,2017,3260,60,-2242,0
18-05-01,24-05-01,2180,3503,119,-2374,0
18-05-01,24-05-01,3363,2429,505,-729,0
18-05-01,24-05-01,3809,3471,681,-1770,0
10-09-10,14-09-10,1102,4945,-75,-2769,0
11-03-15,13-03-15,1029,6519,172,-3452,0
05-03-15,05-03-15,1300,4702,124,-2503,0
11-03-15,14-03-15,1336,4828,99,-2289,0
11-03-15,13-03-15,1051,7121,162,-3820,0
11-03-15,13-03-15,1217,6998,296,-3678,0
11-03-15,13-03-15,930,6288,70,-3621,0
11-03-15,13-03-15,1264,4034,78,-1803,0
11-03-15,13-03-15,1105,6018,22,-3096,0
11-03-15,14-03-15,1001,5131,11,-2431,0
11-03-15,13-03-15,1046,6735,132,-3652,0
01-03-15,25-02-15,2074,4321,365,-1821,0
01-03-15,26-02-15,1431,2910,65,-1303,0
13-03-15,13-03-15,1333,4262,132,-2151,0
01-03-15,26-02-15,3259,3235,681,-986,0
01-03-15,26-02-15,3815,3110,761,-1086,0
01-03-15,26-02-15,1372,4615,208,-1966,0
01-03-15,26-02-15,1242,4137,26,-2244,0
01-03-15,06-03-15,1491,3652,96,-1711,0
01-03-15,26-02-15,1133,4340,29,-2200,0
01-03-15,25-02-15,2935,3740,639,-1325,0
11-03-15,06-03-15,1470,4103,137,-1964,0
01-03-15,06-03-15,1754,4595,289,-2134,0
01-03-15,26-02-15,1007,3727,-37,-1699,0
13-03-15,13-03-15,3332,3707,813,-1112,0
11-03-15,14-03-15,1344,4936,77,-2446,0
01-03-15,25-02-15,1955,4102,355,-1488,0
01-03-15,26-02-15,1327,4892,160,-2300,0
13-03-15,13-03-15,3278,4009,898,-1095,0
13-03-15,13-03-15,5115,4200,1745,-857,0
01-03-15,26-02-15,1118,4649,-2,-2258,0
30-03-15,31-03-15,1419,5340,209,-2547,0
30-03-15,31-03-15,5320,3473,1401,-1021,0
30-03-15,22-03-15,1373,4496,126,-2089,0
30-03-15,31-03-15,1452,6418,360,-2629,0
30-03-15,08-04-15,1109,5265,154,-1947,0
30-03-15,31-03-15,1394,5421,228,-2678,0
30-03-15,23-03-15,1179,5438,263,-1761,0
30-03-15,31-03-15,1669,5935,281,-3048,0
30-03-15,23-03-15,1197,6127,307,-2224,0
30-03-15,31-03-15,1493,6440,215,-3362,0
02-04-15,03-04-15,741,8012,-171,-4062,0
02-04-15,03-04-15,664,8887,-148,-4318,0
02-04-15,03-04-15,486,8817,-413,-4179,0
02-04-15,03-04-15,678,8856,-157,-4287,0
02-04-15,02-04-15,800,4811,-190,-2758,0
02-04-15,03-04-15,826,8667,-62,-4069,0
02-04-15,03-04-15,836,9307,-61,-4711,0
02-04-15,03-04-15,621,8878,-184,-4179,0
02-04-15,03-04-15,456,8617,-411,-4160,0
02-04-15,03-04-15,520,9537,-299,-4156,0
09-04-15,06-04-15,1251,7240,133,-3027,0
09-04-15,06-04-15,1771,4641,275,-1859,0
09-04-15,05-04-15,4549,2892,923,-782,0
09-04-15,05-04-15,703,6135,-160,-2639,0
09-04-15,06-04-15,4558,3588,1147,-1270,0
09-04-15,13-04-15,934,5876,-108,-2826,0
09-04-15,06-04-15,1162,6563,72,-2910,0
09-04-15,05-04-15,4211,3926,1217,-1211,0
09-04-15,05-04-15,697,5063,-214,-2598,0
09-04-15,05-04-15,1764,4516,209,-1795,0
23-09-15,26-09-15,875,3884,-88,-1934,0
19-09-15,19-09-15,3583,3349,803,-704,0
23-09-15,18-09-15,6850,4291,2300,-1453,0
23-09-15,10-09-15,6024,4080,1843,-1024,0
23-09-15,18-09-15,5631,3592,1435,-1463,0
23-09-15,26-09-15,6956,3502,1951,-1131,0
23-09-15,26-09-15,4460,3809,912,-2159,0
06-04-06,12-04-06,-814,835,-204,39,0
19-09-15,19-09-15,5867,3710,1518,-1578,0
19-09-15,19-09-15,2129,4568,384,-2094,0
06-04-06,12-04-06,-1557,1074,-374,196,0
19-09-15,19-09-15,1168,4423,34,-1846,0
04-09-10,07-09-10,1480,4044,131,-2242,0
01-09-11,04-09-11,1881,4240,71,-2763,0
02-09-11,04-09-11,1330,5745,-96,-3151,0
04-09-10,07-09-10,2782,3600,491,-2019,0
01-09-11,04-09-11,1893,3627,28,-2364,0
01-09-11,26-08-11,2779,3132,282,-2096,0
21-04-15,16-04-15,1355,3967,-7,-2106,0
02-09-11,04-09-11,3005,3600,411,-1821,0
21-04-15,15-04-15,2242,3578,165,-2500,0
01-09-11,26-08-11,2668,4996,443,-2639,0
05-12-00,07-12-00,783,8231,-21,-4179,0
25-10-13,02-11-13,898,6779,-101,-3786,0
25-10-13,02-11-13,1085,7070,26,-4089,0
25-10-13,02-11-13,436,4270,-226,-1966,0
25-10-13,02-11-13,978,5881,-61,-3224,0
25-10-13,02-11-13,1176,6798,157,-3203,0
25-10-13,26-10-13,897,6367,-115,-3524,0
25-10-13,02-11-13,903,8881,40,-4295,0
25-10-13,02-11-13,1098,9359,220,-4797,0
25-10-13,02-11-13,830,8765,-108,-4466,0
25-10-13,02-11-13,1238,7275,191,-3771,0
25-10-13,02-11-13,850,6053,-84,-3443,0
25-10-13,02-11-13,795,7855,-78,-4236,0
05-12-00,16-12-00,784,7992,-56,-3835,0
25-10-13,02-11-13,809,8381,-125,-4159,0
25-10-13,02-11-13,1373,7184,318,-4234,0
25-10-13,02-11-13,833,4103,-40,-1497,0
25-10-13,02-11-13,346,3108,-149,-1216,0
05-12-00,07-12-00,1296,4965,109,-2664,0
25-10-13,02-11-13,1063,9022,199,-4453,0
25-10-13,26-10-13,852,6598,-98,-3407,0
25-10-13,02-11-13,539,1834,-51,-840,0
25-10-13,26-10-13,1104,6622,204,-3671,0
25-10-13,26-10-13,824,6611,-169,-3889,0
25-10-13,02-11-13,1261,8214,306,-4676,0
25-10-13,02-11-13,841,5830,-111,-3311,0
25-10-13,26-10-13,1025,6522,-67,-3729,0
25-10-13,02-11-13,6502,4678,2560,-1140,0
25-10-13,02-11-13,987,8494,142,-4604,0
25-10-13,26-10-13,1090,5656,93,-2438,0
25-10-13,02-11-13,812,6648,-166,-3744,0
25-10-13,02-11-13,753,7204,-48,-3485,0
25-10-13,02-11-13,706,7413,-205,-3977,0
25-10-13,02-11-13,1339,7090,329,-4220,0
25-10-13,02-11-13,785,8251,-85,-4715,0
25-10-13,26-10-13,966,7688,-98,-4243,0
25-10-13,26-10-13,758,6516,-126,-3396,0
25-10-13,26-10-13,3043,5966,1004,-3016,0
25-10-13,02-11-13,952,5194,78,-2694,0
12-10-14,06-10-14,1315,4119,121,-2161,0
12-10-14,07-10-14,925,6521,77,-2785,0
12-10-14,15-10-14,1344,7327,276,-3016,0
21-02-04,28-02-04,4418,3340,981,-780,0
21-02-04,28-02-04,2430,4104,456,-1305,0
21-02-04,07-03-04,3821,3597,882,-1241,0
21-02-04,12-02-04,2974,2935,435,-1216,0
21-02-04,28-02-04,1981,4798,274,-2311,0
23-09-15,26-09-15,1990,5185,645,-1610,0
19-09-15,19-09-15,1546,5090,347,-2003,0
02-10-15,27-09-15,4533,3724,1026,-1794,0
19-09-15,19-09-15,2133,4083,324,-1847,0
02-10-15,27-09-15,3306,3935,544,-2440,0
02-10-15,19-09-15,2607,4524,662,-1993,0
23-09-15,26-09-15,6371,4066,2123,-894,0
02-10-15,27-09-15,2228,4351,335,-2195,0
02-10-15,27-09-15,3192,4722,726,-1961,0
02-10-15,27-09-15,7598,3340,2174,-943,0
06-04-06,12-04-06,3438,4862,810,-2296,0
02-10-15,27-09-15,2032,4919,389,-2185,0
02-10-15,27-09-15,3586,4008,682,-2269,0
02-10-15,27-09-15,4992,2821,877,-1403,0
28-03-14,28-03-14,603,7366,-343,-3272,0
28-03-14,28-03-14,698,7700,-306,-3406,0
28-03-14,27-03-14,832,8103,-178,-3479,0
28-03-14,27-03-14,781,7617,-225,-3294,0
28-03-14,28-03-14,628,7177,-328,-3193,0
28-03-14,28-03-14,537,6938,-336,-3076,0
28-03-14,27-03-14,934,6827,-144,-3179,0
28-03-14,27-03-14,1038,6781,-63,-3013,0
28-03-14,27-03-14,946,7239,-150,-3519,0
28-03-14,27-03-14,876,7651,-155,-3390,0
28-03-14,27-03-14,765,8201,-237,-3546,0
28-03-14,27-03-14,842,6867,-195,-3155,0
28-03-14,27-03-14,893,6837,-142,-2951,0
28-03-14,27-03-14,975,6588,-142,-3105,0
28-03-14,27-03-14,776,7273,-187,-2903,0
28-03-14,27-03-14,841,7375,-189,-3364,0
28-03-14,28-03-14,524,7427,-327,-3199,0
28-03-14,27-03-14,1166,5253,-72,-2841,0
28-03-14,27-03-14,796,7641,-218,-3492,0
28-03-14,28-03-14,583,7566,-343,-3257,0
19-09-13,11-09-13,1244,6326,-48,-3416,0
08-04-10,03-04-10,1048,4767,-141,-2509,0
31-03-14,20-03-14,1194,4971,-7,-2428,0
19-09-13,11-09-13,1237,7946,-14,-4147,0
19-09-13,11-09-13,1333,5941,-14,-3388,0
19-09-13,11-09-13,600,5766,-143,-1045,0
19-09-13,11-09-13,-9695,1377,-1046,613,0
19-09-13,11-09-13,3396,4584,956,-1444,0
08-04-10,03-04-10,1078,5716,-153,-3023,0
31-03-14,14-04-14,1149,5336,-59,-2524,0
19-09-13,18-09-13,1095,6211,-51,-2920,0
08-04-10,03-04-10,1240,4668,-64,-2527,0
19-09-13,11-09-13,1526,5590,50,-3332,0
08-04-10,03-04-10,1055,4768,-182,-2724,0
19-09-13,11-09-13,1374,6219,21,-3130,0
08-04-10,03-04-10,923,5730,-201,-3049,0
08-04-10,03-04-10,1053,4697,-164,-2469,0
08-04-10,03-04-10,1266,4534,-79,-2610,0
19-09-13,10-09-13,890,4909,-155,-2635,0
19-09-13,11-09-13,1643,6347,138,-3630,0
19-09-13,11-09-13,1476,6697,83,-3420,0
08-04-10,03-04-10,1100,5300,-130,-2760,0
08-04-10,03-04-10,1039,4969,-166,-2840,0
19-09-13,11-09-13,1331,7109,55,-2820,0
19-09-13,10-09-13,1083,6276,-89,-3584,0
19-09-13,18-09-13,1237,5442,-16,-2747,0
19-09-13,11-09-13,1101,7338,-78,-3638,0
08-04-10,03-04-10,1412,4178,-34,-2382,0
08-04-10,03-04-10,774,5808,-242,-2802,0
05-04-14,18-04-14,1531,4671,62,-2498,0
05-04-14,10-04-14,889,4821,-170,-2849,0
03-04-14,10-04-14,1432,4647,-92,-3052,0
12-04-10,07-04-10,1875,2906,49,-1544,0
05-04-14,10-04-14,1712,4545,11,-3030,0
03-04-14,18-04-14,1311,6668,33,-3132,0
02-04-14,10-04-14,1600,3580,186,-1366,0
02-04-14,10-04-14,2613,2681,207,-1517,0
05-04-14,10-04-14,1230,5503,-88,-3280,0
04-09-15,05-09-15,1917,4158,220,-2435,0
08-08-07,06-08-07,1810,5062,244,-2567,0
04-09-15,05-09-15,2281,4075,392,-2167,0
04-05-14,13-05-14,2695,3557,319,-2024,0
08-08-07,06-08-07,1099,5106,-2,-2542,0
08-08-07,06-08-07,1969,4649,273,-2290,0
04-05-14,05-05-14,1750,4132,195,-1195,0
06-05-14,12-05-14,2113,3887,187,-2203,0
04-05-14,05-05-14,2090,4470,226,-1985,0
08-08-07,06-08-07,1444,5848,193,-2724,0
08-08-07,06-08-07,1351,4800,49,-2726,0
08-08-07,06-08-07,1927,3790,172,-2052,0
04-09-15,05-09-15,2051,4140,236,-2409,0
04-09-15,06-09-15,1138,6480,2,-2978,0
04-05-14,13-05-14,3560,3656,628,-1992,0
08-08-07,06-08-07,1044,5459,-18,-3486,0
04-09-15,05-09-15,1960,3744,244,-1855,0
04-09-15,05-09-15,1876,4837,315,-2651,0
04-09-15,05-09-15,1830,3961,187,-2274,0
08-08-07,06-08-07,1988,4486,213,-2567,0
08-08-07,06-08-07,1733,4133,77,-2150,0
08-08-07,06-08-07,1251,5121,41,-2426,0
04-09-15,05-09-15,1808,3421,242,-1504,0
04-09-15,05-09-15,2096,4393,332,-2311,0
08-08-07,06-08-07,1520,3721,2,-2251,0
08-08-07,06-08-07,2008,3917,239,-1932,0
08-08-07,05-08-07,1667,4312,160,-2098,0
06-05-14,06-05-14,3328,3473,596,-1616,0
06-05-14,12-05-14,3948,2896,609,-1455,0
06-05-14,13-05-14,3345,2983,506,-1419,0
06-05-14,12-05-14,2337,3748,198,-2400,0
08-08-07,06-08-07,1904,4249,210,-2180,0
04-09-15,29-08-15,2269,5162,462,-2896,0
08-08-07,06-08-07,1737,4648,180,-2270,0
08-08-07,06-08-07,1145,3666,14,-1582,0
08-08-07,06-08-07,1447,4066,35,-2415,0
08-08-07,05-08-07,2225,3340,216,-1712,0
04-09-15,05-09-15,1530,3929,144,-2020,0
06-05-14,06-05-14,1891,3519,187,-1595,0
04-09-15,05-09-15,2059,4561,307,-2649,0
08-08-07,06-08-07,1295,3212,31,-1549,0
06-05-14,12-05-14,2794,3935,414,-2013,0
08-08-07,05-08-07,1577,5163,124,-2637,0
04-09-15,04-09-15,1798,5303,374,-2598,0
08-08-07,05-08-07,2518,4846,535,-2083,0
08-08-07,06-08-07,2162,3698,207,-2095,0
08-08-07,06-08-07,2079,4185,246,-2154,0
08-08-07,05-08-07,1472,4597,89,-2422,0
08-08-07,06-08-07,1666,4937,212,-2418,0
04-09-15,05-09-15,2157,3780,242,-2376,0
04-09-15,05-09-15,1828,5488,412,-2566,0
08-08-07,06-08-07,1410,6209,183,-2740,0
04-05-14,13-05-14,2637,4961,610,-2193,0
08-08-07,06-08-07,1376,4037,107,-2119,0
04-05-14,06-05-14,2106,4785,238,-2544,0
04-09-15,28-08-15,1683,3483,142,-2027,0
08-08-07,06-08-07,1634,4043,89,-2372,0
08-08-07,06-08-07,1735,4192,108,-2240,0
06-05-14,12-05-14,3781,3101,543,-1646,0
04-09-15,04-09-15,2126,4058,299,-2296,0
21-10-07,18-10-07,598,7678,-115,-3175,0
11-10-15,16-10-15,4913,3721,1370,-1168,0
20-10-02,20-10-02,817,6732,-110,-3048,0
11-10-15,15-10-15,557,7880,-189,-2994,0
21-10-07,18-10-07,510,8894,-275,-3361,0
21-02-04,28-02-04,1729,4077,165,-1696,0
21-10-07,18-10-07,965,7195,23,-3262,0
21-02-04,07-03-04,7497,3441,2261,-747,0
21-02-04,12-02-04,1094,4522,165,-1408,0
11-03-14,11-03-14,1138,4681,153,-1632,0
20-10-02,20-10-02,2129,4925,540,-1248,0
20-10-02,20-10-02,453,6017,-227,-2401,0
20-10-02,20-10-02,407,6888,-273,-2641,0
25-10-15,01-11-15,996,6207,81,-2602,0
11-10-15,16-10-15,921,7307,57,-2862,0
17-10-07,18-10-07,634,8780,-169,-3518,0
20-10-02,20-10-02,691,7130,-137,-3256,0
20-10-02,20-10-02,616,6498,-190,-2574,0
20-10-02,20-10-02,1216,6003,147,-2394,0
25-03-16,12-03-16,3555,1815,257,-1170,0
25-03-16,05-04-16,2624,3680,427,-1203,0
25-03-16,05-04-16,4276,2518,774,-156,0
25-03-16,06-04-16,5528,3576,1370,-1312,0
25-03-16,06-04-16,-516,7881,-956,2446,0
25-03-16,12-03-16,3131,3266,476,-1495,0
